Episode,Character 1,Character 2,Interaction,Saga,Arc,Filler
828,bege,luffy,Physical,Whole Cake Island Saga,Whole Cake Island,False
828,bege,sanji retrieval team,Communication,Whole Cake Island Saga,Whole Cake Island,False
828,bege,caesar,Communication,Whole Cake Island Saga,Whole Cake Island,False
828,caesar,bege,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
828,chiffon,caesar,Communication,Whole Cake Island Saga,Whole Cake Island,False
828,straw hat pirates,caesar,Emotional,Whole Cake Island Saga,Whole Cake Island,False
828,caesar,straw hat pirates,Communication,Whole Cake Island Saga,Whole Cake Island,False
828,bege,sanji retrieval team,Communication,Whole Cake Island Saga,Whole Cake Island,False
828,bege,luffy,Communication,Whole Cake Island Saga,Whole Cake Island,False
828,luffy,sanji retrieval team,Communication,Whole Cake Island Saga,Whole Cake Island,False
830,bege,vinsmoke family,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
830,niji,bege,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
830,judge,bege,Communication,Whole Cake Island Saga,Whole Cake Island,False
830,sanji,pudding,Emotional,Whole Cake Island Saga,Whole Cake Island,False
830,luffy,straw hat pirates,Communication,Whole Cake Island Saga,Whole Cake Island,False
830,luffy,animals,Physical,Whole Cake Island Saga,Whole Cake Island,False
830,stussy,tea party guests,Perception,Whole Cake Island Saga,Whole Cake Island,False
830,morgans,tea party guests,Perception,Whole Cake Island Saga,Whole Cake Island,False
830,lu feld,tea party guests,Perception,Whole Cake Island Saga,Whole Cake Island,False
830,umit,tea party guests,Perception,Whole Cake Island Saga,Whole Cake Island,False
830,peclo,tea party guests,Perception,Whole Cake Island Saga,Whole Cake Island,False
830,giberson,tea party guests,Perception,Whole Cake Island Saga,Whole Cake Island,False
830,lu feld,peclo,Communication,Whole Cake Island Saga,Whole Cake Island,False
830,morgans,germa 66,Perception,Whole Cake Island Saga,Whole Cake Island,False
830,perospero,tea party guests,Communication,Whole Cake Island Saga,Whole Cake Island,False
830,perospero,children,Communication,Whole Cake Island Saga,Whole Cake Island,False
830,smoothie,stussy,Communication,Whole Cake Island Saga,Whole Cake Island,False
830,smoothie,morgans,Communication,Whole Cake Island Saga,Whole Cake Island,False
830,smoothie,lu feld,Communication,Whole Cake Island Saga,Whole Cake Island,False
830,smoothie,umit,Communication,Whole Cake Island Saga,Whole Cake Island,False
830,smoothie,peclo,Communication,Whole Cake Island Saga,Whole Cake Island,False
830,smoothie,giberson,Communication,Whole Cake Island Saga,Whole Cake Island,False
830,jigra,fire tank pirates,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
830,jigra,katakuri,Physical,Whole Cake Island Saga,Whole Cake Island,False
830,katakuri,bege,Communication,Whole Cake Island Saga,Whole Cake Island,False
830,katakuri,organ trading assassin group,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
830,katakuri,organ trading assassin group,Physical,Whole Cake Island Saga,Whole Cake Island,False
830,daifuku,organ trading assassin group,Physical,Whole Cake Island Saga,Whole Cake Island,False
830,oven,organ trading assassin group,Physical,Whole Cake Island Saga,Whole Cake Island,False
830,luffy,monkeys,Physical,Whole Cake Island Saga,Whole Cake Island,False
830,linlin,lu feld,Perception,Whole Cake Island Saga,Whole Cake Island,False
830,linlin,stussy,Perception,Whole Cake Island Saga,Whole Cake Island,False
830,linlin,peclo,Perception,Whole Cake Island Saga,Whole Cake Island,False
830,linlin,morgans,Perception,Whole Cake Island Saga,Whole Cake Island,False
830,linlin,giberson,Perception,Whole Cake Island Saga,Whole Cake Island,False
830,linlin,umit,Perception,Whole Cake Island Saga,Whole Cake Island,False
830,sanji,linlin,Perception,Whole Cake Island Saga,Whole Cake Island,False
831,sanji,pudding,Communication,Whole Cake Island Saga,Whole Cake Island,False
831,sanji,pudding,Emotional,Whole Cake Island Saga,Whole Cake Island,False
831,sanji,pudding,Physical,Whole Cake Island Saga,Whole Cake Island,False
831,sanji,wedding priest,Communication,Whole Cake Island Saga,Whole Cake Island,False
831,bege,luffy,Communication,Whole Cake Island Saga,Whole Cake Island,False
831,luffy,nami,Physical,Whole Cake Island Saga,Whole Cake Island,False
831,bege,vito,Communication,Whole Cake Island Saga,Whole Cake Island,False
831,vito,judge,Communication,Whole Cake Island Saga,Whole Cake Island,False
831,vito,katakuri,Perception,Whole Cake Island Saga,Whole Cake Island,False
831,vito,smoothie,Perception,Whole Cake Island Saga,Whole Cake Island,False
831,vito,perospero,Perception,Whole Cake Island Saga,Whole Cake Island,False
831,vito,compote,Perception,Whole Cake Island Saga,Whole Cake Island,False
831,vito,daifuku,Perception,Whole Cake Island Saga,Whole Cake Island,False
831,vito,oven,Perception,Whole Cake Island Saga,Whole Cake Island,False
831,bege,vito,Communication,Whole Cake Island Saga,Whole Cake Island,False
831,bege,gotti,Communication,Whole Cake Island Saga,Whole Cake Island,False
831,gotti,cook,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
831,gotti,cook,Physical,Whole Cake Island Saga,Whole Cake Island,False
831,chess soldiers,linlin,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
831,linlin,tea party guests,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
831,linlin,tea party guests,Physical,Whole Cake Island Saga,Whole Cake Island,False
831,morgans,linlin,Communication,Whole Cake Island Saga,Whole Cake Island,False
831,bege,caesar,Communication,Whole Cake Island Saga,Whole Cake Island,False
831,gotti,homies,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
831,gotti,homies,Physical,Whole Cake Island Saga,Whole Cake Island,False
831,bege,jinbe,Communication,Whole Cake Island Saga,Whole Cake Island,False
831,sanji,pudding,Communication,Whole Cake Island Saga,Whole Cake Island,False
831,sanji,pudding,Emotional,Whole Cake Island Saga,Whole Cake Island,False
831,sanji,pudding,Physical,Whole Cake Island Saga,Whole Cake Island,False
831,pudding,sanji,Emotional,Whole Cake Island Saga,Whole Cake Island,False
831,big mom pirates,vinsmoke family,Communication,Whole Cake Island Saga,Whole Cake Island,False
831,linlin,judge,Communication,Whole Cake Island Saga,Whole Cake Island,False
831,bege,perospero,Communication,Whole Cake Island Saga,Whole Cake Island,False
831,sanji,pudding,Emotional,Whole Cake Island Saga,Whole Cake Island,False
831,sanji,pudding,Physical,Whole Cake Island Saga,Whole Cake Island,False
831,bege,sanji,Perception,Whole Cake Island Saga,Whole Cake Island,False
831,bege,pudding,Perception,Whole Cake Island Saga,Whole Cake Island,False
832,sanji,pudding,Communication,Whole Cake Island Saga,Whole Cake Island,False
832,sanji,pudding,Emotional,Whole Cake Island Saga,Whole Cake Island,False
832,katakuri,sanji,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
832,luffy,sanji,Indirect,Whole Cake Island Saga,Whole Cake Island,False
832,jinbe,luffy,Physical,Whole Cake Island Saga,Whole Cake Island,False
832,nami,luffy,Communication,Whole Cake Island Saga,Whole Cake Island,False
832,streusen,linlin,Communication,Whole Cake Island Saga,Whole Cake Island,False
832,pudding,sanji,Physical,Whole Cake Island Saga,Whole Cake Island,False
832,pudding,sanji,Emotional,Whole Cake Island Saga,Whole Cake Island,False
832,linlin,sanji,Indirect,Whole Cake Island Saga,Whole Cake Island,False
832,yonji,niji,Communication,Whole Cake Island Saga,Whole Cake Island,False
832,reiju,sanji,Emotional,Whole Cake Island Saga,Whole Cake Island,False
832,jinbe,luffy,Physical,Whole Cake Island Saga,Whole Cake Island,False
832,wedding priest,sanji,Communication,Whole Cake Island Saga,Whole Cake Island,False
832,sanji,pudding,Perception,Whole Cake Island Saga,Whole Cake Island,False
832,linlin,pudding,Communication,Whole Cake Island Saga,Whole Cake Island,False
832,katakuri,sanji,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
832,katakuri,wedding priest,Physical,Whole Cake Island Saga,Whole Cake Island,False
832,sanji retrieval team,luffy,Communication,Whole Cake Island Saga,Whole Cake Island,False
832,katakuri,linlin,Communication,Whole Cake Island Saga,Whole Cake Island,False
832,luffy,linlin,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
832,big mom pirates,luffy,Perception,Whole Cake Island Saga,Whole Cake Island,False
833,luffy,katakuri,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
833,jinbe,katakuri,Physical,Whole Cake Island Saga,Whole Cake Island,False
833,jinbe,luffy,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
833,jinbe,linlin,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
833,linlin,jinbe,Emotional,Whole Cake Island Saga,Whole Cake Island,False
833,brook,linlin,Indirect,Whole Cake Island Saga,Whole Cake Island,False
833,sanji,pudding,Physical,Whole Cake Island Saga,Whole Cake Island,False
833,smoothie,mont d'or,Communication,Whole Cake Island Saga,Whole Cake Island,False
833,mont d'or,opera,Emotional,Whole Cake Island Saga,Whole Cake Island,False
833,linlin,streusen,Communication,Whole Cake Island Saga,Whole Cake Island,False
833,linlin,wci 31,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
833,linlin,luffy,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
833,katakuri,linlin,Communication,Whole Cake Island Saga,Whole Cake Island,False
833,jinbe,pedro,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
833,nami,chopper,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
833,nami,carrot,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
833,nami,sanji,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
833,caesar,brulee,Other,Whole Cake Island Saga,Whole Cake Island,False
833,bege,luffy,Communication,Whole Cake Island Saga,Whole Cake Island,False
833,linlin,zeus,Other,Whole Cake Island Saga,Whole Cake Island,False
833,linlin,prometheus,Other,Whole Cake Island Saga,Whole Cake Island,False
833,katakuri,luffy,Physical,Whole Cake Island Saga,Whole Cake Island,False
833,linlin,jinbe,Physical,Whole Cake Island Saga,Whole Cake Island,False
833,brook,carmel,Indirect,Whole Cake Island Saga,Whole Cake Island,False
834,brook,linlin,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
834,luffy,jinbe,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
834,luffy,big mom pirates,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
834,jinbe,big mom pirates,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
834,pudding,sanji,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
834,daifuku,sanji,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
834,perospero,vinsmoke family,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
834,pedro,oven,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
834,caesar,brulee,Other,Whole Cake Island Saga,Whole Cake Island,False
834,judge,perospero,Communication,Whole Cake Island Saga,Whole Cake Island,False
834,reiju,judge,Emotional,Whole Cake Island Saga,Whole Cake Island,False
834,ichiji,niji,Communication,Whole Cake Island Saga,Whole Cake Island,False
834,ichiji,yonji,Communication,Whole Cake Island Saga,Whole Cake Island,False
834,niji,yonji,Communication,Whole Cake Island Saga,Whole Cake Island,False
834,luffy,linlin,Indirect,Whole Cake Island Saga,Whole Cake Island,False
834,katakuri,bege,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
834,bege,jinbe,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
834,bege,pedro,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
835,luffy,linlin,Communication,Whole Cake Island Saga,Whole Cake Island,False
835,sanji,daifuku,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
835,katakuri,luffy,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
835,sanji,nusstorte,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
835,sanji,laurin,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
835,sanji,dosmarche,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
835,caesar,brulee,Communication,Whole Cake Island Saga,Whole Cake Island,False
835,bege,katakuri,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
835,pedro,katakuri,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
835,jinbe,katakuri,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
835,oven,luffy,Physical,Whole Cake Island Saga,Whole Cake Island,False
835,brook,oven,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
835,perospero,judge,Emotional,Whole Cake Island Saga,Whole Cake Island,False
835,reiju,sanji,Emotional,Whole Cake Island Saga,Whole Cake Island,False
835,katakuri,luffy,Physical,Whole Cake Island Saga,Whole Cake Island,False
835,linlin,carmel,Emotional,Whole Cake Island Saga,Whole Cake Island,False
835,sanji,perospero,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
835,chopper,vinsmoke family,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
835,carrot,vinsmoke family,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
835,nami,vinsmoke family,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
835,vito,gotti,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
835,smoothie,vito,Emotional,Whole Cake Island Saga,Whole Cake Island,False
835,smoothie,gotti,Emotional,Whole Cake Island Saga,Whole Cake Island,False
835,linlin,carmel,Emotional,Whole Cake Island Saga,Whole Cake Island,False
836,linlin,linlin's parents,Communication,Whole Cake Island Saga,Whole Cake Island,False
836,linlin,linlin's parents,Emotional,Whole Cake Island Saga,Whole Cake Island,False
836,linlin,carmel,Communication,Whole Cake Island Saga,Whole Cake Island,False
836,carmel,marine,Communication,Whole Cake Island Saga,Whole Cake Island,False
836,carmel,marine,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
836,carmel,giant warrior pirates,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
836,carmel,linlin,Communication,Whole Cake Island Saga,Whole Cake Island,False
836,carmel,linlin,Emotional,Whole Cake Island Saga,Whole Cake Island,False
836,linlin,bear,Physical,Whole Cake Island Saga,Whole Cake Island,False
836,linlin,wolf,Physical,Whole Cake Island Saga,Whole Cake Island,False
836,linlin,carmel,Communication,Whole Cake Island Saga,Whole Cake Island,False
836,linlin,carmel,Emotional,Whole Cake Island Saga,Whole Cake Island,False
836,linlin,sheep house orphans,Indirect,Whole Cake Island Saga,Whole Cake Island,False
836,linlin,gerd,Physical,Whole Cake Island Saga,Whole Cake Island,False
836,linlin,sheep house orphans,Physical,Whole Cake Island Saga,Whole Cake Island,False
836,linlin,sheep house orphans,Physical,Whole Cake Island Saga,Whole Cake Island,False
836,carmel,linlin,Communication,Whole Cake Island Saga,Whole Cake Island,False
836,carmel,sheep house orphans,Communication,Whole Cake Island Saga,Whole Cake Island,False
836,oimo,kashii,Communication,Whole Cake Island Saga,Whole Cake Island,False
836,linlin,gerd,Communication,Whole Cake Island Saga,Whole Cake Island,False
836,kashii,linlin,Communication,Whole Cake Island Saga,Whole Cake Island,False
836,gerd,linlin,Communication,Whole Cake Island Saga,Whole Cake Island,False
836,hajrudin,raideen,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
836,jarul,jorul,Communication,Whole Cake Island Saga,Whole Cake Island,False
836,jorul,raideen,Communication,Whole Cake Island Saga,Whole Cake Island,False
836,jorul,hajrudin,Communication,Whole Cake Island Saga,Whole Cake Island,False
836,kashii,jorul,Communication,Whole Cake Island Saga,Whole Cake Island,False
836,linlin,gerd,Communication,Whole Cake Island Saga,Whole Cake Island,False
836,linlin,giants,Physical,Whole Cake Island Saga,Whole Cake Island,False
836,linlin,carmel,Communication,Whole Cake Island Saga,Whole Cake Island,False
836,linlin,carmel,Emotional,Whole Cake Island Saga,Whole Cake Island,False
836,gerd,carmel,Communication,Whole Cake Island Saga,Whole Cake Island,False
836,linlin,jorul,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
836,carmel,jorul,Communication,Whole Cake Island Saga,Whole Cake Island,False
837,jorul,linlin,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
837,jorul,linlin,Physical,Whole Cake Island Saga,Whole Cake Island,False
837,carmel,giants,Communication,Whole Cake Island Saga,Whole Cake Island,False
837,carmel,pandora,Other,Whole Cake Island Saga,Whole Cake Island,False
837,giants,carmel,Perception,Whole Cake Island Saga,Whole Cake Island,False
